h3,population,geometry
86216a467ffffff,5.0,"POLYGON ((74.04049442878053 55.63163813786534, 74.04742189947692 55.5960187338414, 74.10616995706899 55.58137671611995, 74.15804906090234 55.6023366403878, 74.15121006316757 55.63795970526413, 74.09240345952574 55.65261920622181, 74.04049442878053 55.63163813786534))"
86216a457ffffff,95.0,"POLYGON ((74.06124340695689 55.52475693319108, 74.06813749708358 55.48911458988298, 74.12673673508547 55.47445563677736, 74.17850006691492 55.49542157348351, 74.17169403641913 55.5310675478629, 74.11303658566652 55.54574397558421, 74.06124340695689 55.52475693319108))"
86216a44fffffff,9.0,"POLYGON ((74.21676475929014 55.587642697423426, 74.22354307753513 55.55200636661318, 74.28216798027644 55.53727812291622, 74.33407252034655 55.558168643639995, 74.32738259983226 55.59380845331352, 74.26869971340318 55.608554284615295, 74.21676475929014 55.587642697423426))"
86216a447ffffff,3.0,"POLYGON ((74.10616995706899 55.58137671611995, 74.11303658566652 55.54574397558421, 74.17169403641913 55.5310675478629, 74.22354307753513 55.55200636661318, 74.21676475929014 55.587642697423426, 74.15804906090234 55.6023366403878, 74.10616995706899 55.58137671611995))"
86216a437ffffff,5.0,"POLYGON ((73.73003953207105 55.505225248387084, 73.73719725496515 55.46959446442597, 73.79589064931967 55.45509095398879, 73.84748528138425 55.47620099397167, 73.84041534315618 55.511835741941404, 73.78166295774108 55.526356506923584, 73.73003953207105 55.505225248387084))"
86216a42fffffff,8.0,"POLYGON ((73.8850527331544 55.56854423132139, 73.8920957126387 55.53291900507312, 73.95081690514242 55.51834631768305, 74.00255385947533 55.539381508485604, 73.99559900982575 55.57501054745854, 73.93681904621887 55.589600604007686, 73.8850527331544 55.56854423132139))"
86216a427ffffff,28.0,"POLYGON ((73.77453194155026 55.56197780941538, 73.78166295774108 55.526356506923584, 73.84041534315618 55.511835741941404, 73.8920957126387 55.53291900507312, 73.8850527331544 55.56854423132139, 73.82624131713649 55.58308229174574, 73.77453194155026 55.56197780941538))"
86216a41fffffff,538.0,"POLYGON ((73.9061477407775 55.461645634930946, 73.91315684345632 55.425997544521195, 73.9717294805321 55.411407732010844, 74.0233514221961 55.43244866985533, 74.01643003895941 55.468100542966596, 73.95779896514823 55.482707716553975, 73.9061477407775 55.461645634930946))"
86216a40fffffff,170.0,"POLYGON ((73.95081690514242 55.51834631768305, 73.95779896514823 55.482707716553975, 74.01643003895941 55.468100542966596, 74.06813749708358 55.48911458988298, 74.06124340695689 55.52475693319108, 74.00255385947533 55.539381508485604, 73.95081690514242 55.51834631768305))"
86216a407ffffff,140.0,"POLYGON ((73.84041534315618 55.511835741941404, 73.84748528138425 55.47620099397167, 73.9061477407775 55.461645634930946, 73.95779896514823 55.482707716553975, 73.95081690514242 55.51834631768305, 73.8920957126387 55.53291900507312, 73.84041534315618 55.511835741941404))"
86216a3b7ffffff,728.0,"POLYGON ((74.55517370042234 55.875899839395856, 74.5617212281127 55.840309546956945, 74.62060203041085 55.82544082109438, 74.67299314721384 55.846144546248446, 74.66653536237172 55.88173799881607, 74.60759669100258 55.896624587648574, 74.55517370042234 55.875899839395856))"
86216a3afffffff,2.0,"POLYGON ((74.71258484840158 55.937996987398094, 74.71901337802656 55.902413698336126, 74.77791697525169 55.88747494221793, 74.8304496378539 55.908101522064236, 74.82411118561186 55.94368781681055, 74.7651499672351 55.95864454766641, 74.71258484840158 55.937996987398094))"
86216a3a7ffffff,31.0,"POLYGON ((74.60107816444331 55.932204758311684, 74.60759669100258 55.896624587648574, 74.66653536237172 55.88173799881607, 74.71901337802656 55.902413698336126, 74.71258484840158 55.937996987398094, 74.65358827945329 55.95290148014854, 74.60107816444331 55.932204758311684))"
86216a39fffffff,49.0,"POLYGON ((74.7318391501788 55.831223724027396, 74.73823644310181 55.795617091314135, 74.79698989747484 55.78066217813861, 74.84940332521501 55.801295955528744, 74.8430956827887 55.83690556518054, 74.78428493626711 55.8518784420576, 74.7318391501788 55.831223724027396))"
86216a397ffffff,98.0,"POLYGON ((74.62060203041085 55.82544082109438, 74.62708889431502 55.78983727778506, 74.68587733047865 55.77493434870438, 74.73823644310181 55.795617091314135, 74.7318391501788 55.831223724027396, 74.67299314721384 55.846144546248446, 74.62060203041085 55.82544082109438))"
86216a38fffffff,13.0,"POLYGON ((74.77791697525169 55.88747494221793, 74.78428493626711 55.8518784420576, 74.8430956827887 55.83690556518054, 74.89559576058002 55.857511205727064, 74.88931770237265 55.89311064083748, 74.8304496378539 55.908101522064236, 74.77791697525169 55.88747494221793))"
86216a387ffffff,42.0,"POLYGON ((74.66653536237172 55.88173799881607, 74.67299314721384 55.846144546248446, 74.7318391501788 55.831223724027396, 74.78428493626711 55.8518784420576, 74.77791697525169 55.88747494221793, 74.71901337802656 55.902413698336126, 74.66653536237172 55.88173799881607))"
86216a36fffffff,17.0,"POLYGON ((75.01005952435348 56.16815215267889, 75.0162781538654 56.1326074065716, 75.07537573723495 56.117544099817565, 75.12831210461027 56.13800735225592, 75.12218465001554 56.17355482190319, 75.06302962818157 56.18863633748165, 75.01005952435348 56.16815215267889))"
86216a367ffffff,562.0,"POLYGON ((74.89795198168389 56.16264732552392, 74.90426170991728 56.12710541648748, 74.96339594732544 56.11209451553938, 75.0162781538654 56.1326074065716, 75.01005952435348 56.16815215267889, 74.95086756403298 56.18318119256191, 74.89795198168389 56.16264732552392))"
86216a357ffffff,501.0,"POLYGON ((74.91685028843713 56.055997789737546, 74.92312918874885 56.02043212407706, 74.98211196449616 56.00540511187683, 75.03487320673135 56.025925660339354, 75.02868497038162 56.06149413439927, 74.96964480257522 56.076539273387844, 74.91685028843713 56.055997789737546))"
86216a337ffffff,124.0,"POLYGON ((74.58145884928962 56.03889810502164, 74.58800926936125 56.0033415431937, 74.64709893040661 55.98847145645108, 74.69969637545674 56.00914003824191, 74.69323638125353 56.04469974768138, 74.63408848909714 56.05958774941225, 74.58145884928962 56.03889810502164))"
86216a32fffffff,5.0,"POLYGON ((74.7394909012644 56.10088944594931, 74.74592136233903 56.065340075793024, 74.80503380970374 56.05039965202294, 74.85777374938509 56.07099059292494, 74.85143405181614 56.106542955704334, 74.79226362476372 56.121501406745644, 74.7394909012644 56.10088944594931))"
86216a327ffffff,3402.0,"POLYGON ((74.6275673453704 56.09513401380033, 74.63408848909714 56.05958774941225, 74.69323638125353 56.04469974768138, 74.74592136233903 56.065340075793024, 74.7394909012644 56.10088944594931, 74.68028474956202 56.115795403979824, 74.6275673453704 56.09513401380033))"
86216a31fffffff,1011.0,"POLYGON ((74.75875086992737 55.99421760054055, 74.7651499672351 55.95864454766641, 74.82411118561186 55.94368781681055, 74.87673092814772 55.96428614486663, 74.87042216249021 55.99986216141919, 74.81140329664433 56.014836907936974, 74.75875086992737 55.99421760054055))"
86216a30fffffff,328.0,"POLYGON ((74.80503380970374 56.05039965202294, 74.81140329664433 56.014836907936974, 74.87042216249021 55.99986216141919, 74.92312918874885 56.02043212407706, 74.91685028843713 56.055997789737546, 74.85777374938509 56.07099059292494, 74.80503380970374 56.05039965202294))"
86216a307ffffff,162.0,"POLYGON ((74.69323638125353 56.04469974768138, 74.69969637545674 56.00914003824191, 74.75875086992737 55.99421760054055, 74.81140329664433 56.014836907936974, 74.80503380970374 56.05039965202294, 74.74592136233903 56.065340075793024, 74.69323638125353 56.04469974768138))"
86216a2f7ffffff,1.0,"POLYGON ((75.06566364917587 55.84796595330918, 75.07179176002819 55.812350727588836, 75.13043754068468 55.7972401193069, 75.18301164598334 55.81772658586415, 75.17697341221337 55.85334445051764, 75.11827117195078 55.868473231326234, 75.06566364917587 55.84796595330918))"
86216a2e7ffffff,5.0,"POLYGON ((75.1121731482903 55.904078198001365, 75.11827117195078 55.868473231326234, 75.17697341221337 55.85334445051764, 75.22963408547173 55.87380244525389, 75.2236261895316 55.90941000834907, 75.164867468658 55.92455700199161, 75.1121731482903 55.904078198001365))"
86216a2dfffffff,4.0,"POLYGON ((75.24162062792992 55.80256416819875, 75.24759932161494 55.76693350665502, 75.30611517299498 55.75173759507016, 75.35870818675056 55.77215409732854, 75.35281926239155 55.807787214757525, 75.29424753184958 55.823001395687136, 75.24162062792992 55.80256416819875))"
86216a2cfffffff,34.0,"POLYGON ((75.2882992466878 55.85862178641464, 75.29424753184958 55.823001395687136, 75.35281926239155 55.807787214757525, 75.40549858237333 55.82817513692071, 75.39964031533688 55.86379794077399, 75.3410126872535 55.879030431039986, 75.2882992466878 55.85862178641464))"
86216a2c7ffffff,5.0,"POLYGON ((75.17697341221337 55.85334445051764, 75.18301164598334 55.81772658586415, 75.24162062792992 55.80256416819875, 75.29424753184958 55.823001395687136, 75.2882992466878 55.85862178641464, 75.22963408547173 55.87380244525389, 75.17697341221337 55.85334445051764))"
86216a2b7ffffff,72.0,"POLYGON ((74.79698989747484 55.78066217813861, 74.80332694749205 55.74504246698446, 74.8619879737229 55.730053605257034, 74.91436891575364 55.75066648287814, 74.90812134268835 55.78628910046893, 74.84940332521501 55.801295955528744, 74.79698989747484 55.78066217813861))"
86216a2afffffff,47.0,"POLYGON ((74.95437079411072 55.842486316879224, 74.96058870851506 55.806873842858316, 75.01927083455185 55.79181508910374, 75.07179176002819 55.812350727588836, 75.06566364917587 55.84796595330918, 75.00692478459979 55.86304281046097, 74.95437079411072 55.842486316879224))"
86216a2a7ffffff,29.0,"POLYGON ((74.8430956827887 55.83690556518054, 74.84940332521501 55.801295955528744, 74.90812134268835 55.78628910046893, 74.96058870851506 55.806873842858316, 74.95437079411072 55.842486316879224, 74.89559576058002 55.857511205727064, 74.8430956827887 55.83690556518054))"
86216a29fffffff,3.0,"POLYGON ((74.97299432646007 55.735625792177466, 74.9791820785996 55.699990268145726, 75.03771500543657 55.68491588431026, 75.09011657152963 55.705458953887614, 75.08401819723638 55.741097201587436, 75.02542885458494 55.756189677571264, 74.97299432646007 55.735625792177466))"
86216a297ffffff,148.0,"POLYGON ((74.8619879737229 55.730053605257034, 74.86826502906226 55.6944209173126, 74.92683374822819 55.679398249402645, 74.9791820785996 55.699990268145726, 74.97299432646007 55.735625792177466, 74.91436891575364 55.75066648287814, 74.8619879737229 55.730053605257034))"
86216a28fffffff,233.0,"POLYGON ((75.01927083455185 55.79181508910374, 75.02542885458494 55.756189677571264, 75.08401819723638 55.741097201587436, 75.13650593359343 55.761612026425404, 75.13043754068468 55.7972401193069, 75.07179176002819 55.812350727588836, 75.01927083455185 55.79181508910374))"
86216a287ffffff,8.0,"POLYGON ((74.90812134268835 55.78628910046893, 74.91436891575364 55.75066648287814, 74.97299432646007 55.735625792177466, 75.02542885458494 55.756189677571264, 75.01927083455185 55.79181508910374, 74.96058870851506 55.806873842858316, 74.90812134268835 55.78628910046893))"
86216a257ffffff,2.0,"POLYGON ((75.15879971114167 55.96015163646823, 75.164867468658 55.92455700199161, 75.2236261895316 55.90941000834907, 75.27637363010642 55.92983941772535, 75.27039625162861 55.96543660601129, 75.21158102974182 55.98060185287352, 75.15879971114167 55.96015163646823))"
86216a247ffffff,1.0,"POLYGON ((75.20554371826796 56.01618608207838, 75.21158102974182 55.98060185287352, 75.27039625162861 55.96543660601129, 75.32323065921335 55.985837316490304, 75.3172839787764 56.02142405679561, 75.25841223608353 56.036607597341636, 75.20554371826796 56.01618608207838))"
86216a237ffffff,28.0,"POLYGON ((74.82411118561186 55.94368781681055, 74.8304496378539 55.908101522064236, 74.88931770237265 55.89311064083748, 74.94190463235552 55.91368803094888, 74.93565633593599 55.9492772185596, 74.87673092814772 55.96428614486663, 74.82411118561186 55.94368781681055))"
86216a227ffffff,36.0,"POLYGON ((74.87042216249021 55.99986216141919, 74.87673092814772 55.96428614486663, 74.93565633593599 55.9492772185596, 74.98833032061324 55.96982624464323, 74.98211196449616 56.00540511187683, 74.92312918874885 56.02043212407706, 74.87042216249021 55.99986216141919))"
86216a21fffffff,32.0,"POLYGON ((75.00073670617971 55.89864506777603, 75.00692478459979 55.86304281046097, 75.06566364917587 55.84796595330918, 75.11827117195078 55.868473231326234, 75.1121731482903 55.904078198001365, 75.05337752255336 55.91917319897375, 75.00073670617971 55.89864506777603))"
86216a217ffffff,2.0,"POLYGON ((74.88931770237265 55.89311064083748, 74.89559576058002 55.857511205727064, 74.95437079411072 55.842486316879224, 75.00692478459979 55.86304281046097, 75.00073670617971 55.89864506777603, 74.94190463235552 55.91368803094888, 74.88931770237265 55.89311064083748))"
86216a207ffffff,15.0,"POLYGON ((74.93565633593599 55.9492772185596, 74.94190463235552 55.91368803094888, 75.00073670617971 55.89864506777603, 75.05337752255336 55.91917319897375, 75.04721945838199 55.95476516652723, 74.98833032061324 55.96982624464323, 74.93565633593599 55.9492772185596))"
86216a1afffffff,21.0,"POLYGON ((73.93249770966028 55.89532379347758, 73.93955441655454 55.859764693839736, 73.99869387349956 55.84519193912726, 74.05083611830446 55.86616083631613, 74.04386888375689 55.9017237282179, 73.9846699018517 55.91631395205688, 73.93249770966028 55.89532379347758))"
86216a1a7ffffff,168.0,"POLYGON ((73.82115204272257 55.888822707258676, 73.82829812760181 55.85326751175757, 73.88746943446239 55.838747191893326, 73.93955441655454 55.859764693839736, 73.93249770966028 55.89532379347758, 73.87326661191052 55.9098615083827, 73.82115204272257 55.888822707258676))"
86216a19fffffff,20.0,"POLYGON ((73.95363357765196 55.78862288992375, 73.96065608680651 55.75304023852324, 74.01964482702422 55.738450045469705, 74.07167021208963 55.75942506517346, 74.06473675531609 55.795011478380104, 74.00568883121863 55.80961913138355, 73.95363357765196 55.78862288992375))"
86216a197ffffff,4.0,"POLYGON ((73.8425556251264 55.78213348536862, 73.84966709336202 55.746554707408826, 73.90868761534914 55.73201676642191, 73.96065608680651 55.75304023852324, 73.95363357765196 55.78862288992375, 73.89455360751445 55.80317821704977, 73.8425556251264 55.78213348536862))"
86216a18fffffff,532.0,"POLYGON ((73.99869387349956 55.84519193912726, 74.00568883121863 55.80961913138355, 74.06473675531609 55.795011478380104, 74.1168489128846 55.81595915318195, 74.10994326334774 55.851535682006634, 74.05083611830446 55.86616083631613, 73.99869387349956 55.84519193912726))"
86216a187ffffff,118.0,"POLYGON ((73.88746943446239 55.838747191893326, 73.89455360751445 55.80317821704977, 73.95363357765196 55.78862288992375, 74.00568883121863 55.80961913138355, 73.99869387349956 55.84519193912726, 73.93955441655454 55.859764693839736, 73.88746943446239 55.838747191893326))"
86216a177ffffff,8.0,"POLYGON ((74.06827316043871 56.064829112602325, 74.07524643358491 56.02930007026865, 74.13456457781972 56.01467478318591, 74.18696905540482 56.035560965709074, 74.1800860302256 56.0710936778191, 74.12070824966143 56.08573655920411, 74.06827316043871 56.064829112602325))"
86216a16fffffff,379.0,"POLYGON ((74.22572373424934 56.12747456985175, 74.23257833985025 56.091952061478544, 74.29192272897278 56.077256486554674, 74.3444718818263 56.09806573222058, 74.33770787474877 56.13359175660054, 74.27830408717871 56.14830504098168, 74.22572373424934 56.12747456985175))"
86216a167ffffff,36.0,"POLYGON ((74.11376313602442 56.12125543882461, 74.12070824966143 56.08573655920411, 74.1800860302256 56.0710936778191, 74.23257833985025 56.091952061478544, 74.22572373424934 56.12747456985175, 74.1662862812834 56.14213508744907, 74.11376313602442 56.12125543882461))"
86216a15fffffff,11.0,"POLYGON ((74.2462540805153 56.02088305842989, 74.25307526962493 55.98533661610166, 74.31226765265481 55.97062382515598, 74.36469787460037 55.99143979923111, 74.35796685506072 56.02698972738715, 74.29871541521075 56.04172021722839, 74.2462540805153 56.02088305842989))"
86216a157ffffff,7.0,"POLYGON ((74.13456457781972 56.01467478318591, 74.14147584704614 55.97913193918564, 74.20070154311885 55.9644716578296, 74.25307526962493 55.98533661610166, 74.2462540805153 56.02088305842989, 74.18696905540482 56.035560965709074, 74.13456457781972 56.01467478318591))"
86216a14fffffff,14.0,"POLYGON ((74.29192272897278 56.077256486554674, 74.29871541521075 56.04172021722839, 74.35796685506072 56.02698972738715, 74.41048467017535 56.047777788003096, 74.40378241183994 56.08331750186099, 74.3444718818263 56.09806573222058, 74.29192272897278 56.077256486554674))"
86216a147ffffff,1.0,"POLYGON ((74.1800860302256 56.0710936778191, 74.18696905540482 56.035560965709074, 74.2462540805153 56.02088305842989, 74.29871541521075 56.04172021722839, 74.29192272897278 56.077256486554674, 74.23257833985025 56.091952061478544, 74.1800860302256 56.0710936778191))"
86216a137ffffff,274.0,"POLYGON ((73.79964410820783 55.9954407060789, 73.80682506108796 55.959909330789166, 73.86614790687442 55.94540679721981, 73.91834990514273 55.9664182561543, 73.91125875203927 56.0019535665043, 73.8518757697745 56.0164735042933, 73.79964410820783 55.9954407060789))"
86216a12fffffff,28.0,"POLYGON ((73.95648496336649 56.05846282973137, 73.96354839149825 56.02293756960602, 74.02289918826322 56.008364939353726, 74.07524643358491 56.02930007026865, 74.06827316043871 56.064829112602325, 74.0088624565693 56.07941926334843, 73.95648496336649 56.05846282973137))"
86216a127ffffff,8.0,"POLYGON ((73.84472228163953 56.05199486991029, 73.8518757697745 56.0164735042933, 73.91125875203927 56.0019535665043, 73.96354839149825 56.02293756960602, 73.95648496336649 56.05846282973137, 73.8970418047754 56.073000213742546, 73.84472228163953 56.05199486991029))"
86216a11fffffff,8.0,"POLYGON ((73.97764083302982 55.95186310448446, 73.9846699018517 55.91631395205688, 74.04386888375689 55.9017237282179, 74.09609832935872 55.92266516749863, 74.08915899065995 55.958218071457715, 74.02990044615255 55.97282580605592, 73.97764083302982 55.95186310448446))"
86216a117ffffff,136.0,"POLYGON ((73.86614790687442 55.94540679721981, 73.87326661191052 55.9098615083827, 73.93249770966028 55.89532379347758, 73.9846699018517 55.91631395205688, 73.97764083302982 55.95186310448446, 73.91834990514273 55.9664182561543, 73.86614790687442 55.94540679721981))"
86216a107ffffff,18.0,"POLYGON ((73.91125875203927 56.0019535665043, 73.91834990514273 55.9664182561543, 73.97764083302982 55.95186310448446, 74.02990044615255 55.97282580605592, 74.02289918826322 56.008364939353726, 73.96354839149825 56.02293756960602, 73.91125875203927 56.0019535665043))"
86216a0f7ffffff,174.0,"POLYGON ((74.28701547608728 55.80748604623682, 74.2937705560144 55.771892444836354, 74.35266120148783 55.75714571149619, 74.40485512088435 55.777974922340526, 74.39818936150058 55.813571949880235, 74.33924033401163 55.82833636185476, 74.28701547608728 55.80748604623682))"
86216a0efffffff,273.0,"POLYGON ((74.44383282519051 55.86996049458486, 74.45047001275856 55.83437347470042, 74.50938515673818 55.81955688591503, 74.5617212281127 55.840309546956945, 74.55517370042234 55.875899839395856, 74.49620041402459 55.89073421975194, 74.44383282519051 55.86996049458486))"
86216a0e7ffffff,17.0,"POLYGON ((74.33251357152328 55.86391999687298, 74.33924033401163 55.82833636185476, 74.39818936150058 55.813571949880235, 74.45047001275856 55.83437347470042, 74.44383282519051 55.86996049458486, 74.38482538341125 55.8847426262614, 74.33251357152328 55.86391999687298))"
86216a0dfffffff,29.0,"POLYGON ((74.46371215311792 55.763176084159284, 74.47031715769931 55.72756576625187, 74.52908230960786 55.71273264382579, 74.58130024016786 55.73349207940631, 74.57478447241657 55.76910564061183, 74.51596151012266 55.78395654436734, 74.46371215311792 55.763176084159284))"
86216a0d7ffffff,164.0,"POLYGON ((74.35266120148783 55.75714571149619, 74.35935535891518 55.721538748953954, 74.41815431061805 55.70675762049689, 74.47031715769931 55.72756576625187, 74.46371215311792 55.763176084159284, 74.40485512088435 55.777974922340526, 74.35266120148783 55.75714571149619))"
86216a0cfffffff,72.0,"POLYGON ((74.50938515673818 55.81955688591503, 74.51596151012266 55.78395654436734, 74.57478447241657 55.76910564061183, 74.62708889431502 55.78983727778506, 74.62060203041085 55.82544082109438, 74.5617212281127 55.840309546956945, 74.50938515673818 55.81955688591503))"
86216a0c7ffffff,3.0,"POLYGON ((74.39818936150058 55.813571949880235, 74.40485512088435 55.777974922340526, 74.46371215311792 55.763176084159284, 74.51596151012266 55.78395654436734, 74.50938515673818 55.81955688591503, 74.45047001275856 55.83437347470042, 74.39818936150058 55.813571949880235))"
86216a0b7ffffff,737.0,"POLYGON ((74.01964482702422 55.738450045469705, 74.026605919481 55.70285382024608, 74.08550353729815 55.68822890258671, 74.13749891533163 55.70918273930298, 74.13062671201176 55.744782655381734, 74.07167021208963 55.75942506517346, 74.01964482702422 55.738450045469705))"
86216a0afffffff,35.0,"POLYGON ((74.1758643309 55.8012992100857, 74.18270864394499 55.76570914683705, 74.24163244547034 55.751014556621435, 74.2937705560144 55.771892444836354, 74.28701547608728 55.80748604623682, 74.22803302376037 55.82219824265268, 74.1758643309 55.8012992100857))"
86216a0a7ffffff,6.0,"POLYGON ((74.06473675531609 55.795011478380104, 74.07167021208963 55.75942506517346, 74.13062671201176 55.744782655381734, 74.18270864394499 55.76570914683705, 74.1758643309 55.8012992100857, 74.1168489128846 55.81595915318195, 74.06473675531609 55.795011478380104))"
86216a09fffffff,30.0,"POLYGON ((74.19636410045555 55.69450571421035, 74.20317529707451 55.65889239779806, 74.26194927747241 55.64418089887494, 74.31397034869661 55.66506514090001, 74.30724796606346 55.70068196570964, 74.24841566979637 55.715411061395336, 74.19636410045555 55.69450571421035))"
86216a097ffffff,27.0,"POLYGON ((74.08550353729815 55.68822890258671, 74.09240345952574 55.65261920622181, 74.15121006316757 55.63795970526413, 74.20317529707451 55.65889239779806, 74.19636410045555 55.69450571421035, 74.13749891533163 55.70918273930298, 74.08550353729815 55.68822890258671))"
86216a08fffffff,181.0,"POLYGON ((74.24163244547034 55.751014556621435, 74.24841566979637 55.715411061395336, 74.30724796606346 55.70068196570964, 74.35935535891518 55.721538748953954, 74.35266120148783 55.75714571149619, 74.2937705560144 55.771892444836354, 74.24163244547034 55.751014556621435))"
86216a087ffffff,146.0,"POLYGON ((74.13062671201176 55.744782655381734, 74.13749891533163 55.70918273930298, 74.19636410045555 55.69450571421035, 74.24841566979637 55.715411061395336, 74.24163244547034 55.751014556621435, 74.18270864394499 55.76570914683705, 74.13062671201176 55.744782655381734))"
86216a077ffffff,92.0,"POLYGON ((74.31226765265481 55.97062382515598, 74.31902725731732 55.93506375482803, 74.37812711234005 55.920316222423715, 74.43052608517993 55.94111105194486, 74.42385648044775 55.97667453686068, 74.36469787460037 55.99143979923111, 74.31226765265481 55.97062382515598))"
86216a06fffffff,1658.0,"POLYGON ((74.46970205910829 56.03299475423367, 74.47634282163122 55.99744145287167, 74.53546718664657 55.98262375823732, 74.58800926936125 56.0033415431937, 74.58145884928962 56.03889810502164, 74.52227597642893 56.0537336430868, 74.46970205910829 56.03299475423367))"
86216a067ffffff,4.0,"POLYGON ((74.35796685506072 56.02698972738715, 74.36469787460037 55.99143979923111, 74.42385648044775 55.97667453686068, 74.47634282163122 55.99744145287167, 74.46970205910829 56.03299475423367, 74.41048467017535 56.047777788003096, 74.35796685506072 56.02698972738715))"
86216a05fffffff,67.0,"POLYGON ((74.48959197298367 55.92631115941088, 74.49620041402459 55.89073421975194, 74.55517370042234 55.875899839395856, 74.60759669100258 55.896624587648574, 74.60107816444331 55.932204758311684, 74.542046705505 55.94705697129143, 74.48959197298367 55.92631115941088))"
86216a057ffffff,931.0,"POLYGON ((74.37812711234005 55.920316222423715, 74.38482538341125 55.8847426262614, 74.44383282519051 55.86996049458486, 74.49620041402459 55.89073421975194, 74.48959197298367 55.92631115941088, 74.43052608517993 55.94111105194486, 74.37812711234005 55.920316222423715))"
86216a04fffffff,6.0,"POLYGON ((74.53546718664657 55.98262375823732, 74.542046705505 55.94705697129143, 74.60107816444331 55.932204758311684, 74.65358827945329 55.95290148014854, 74.64709893040661 55.98847145645108, 74.58800926936125 56.0033415431937, 74.53546718664657 55.98262375823732))"
86216a047ffffff,4.0,"POLYGON ((74.42385648044775 55.97667453686068, 74.43052608517993 55.94111105194486, 74.48959197298367 55.92631115941088, 74.542046705505 55.94705697129143, 74.53546718664657 55.98262375823732, 74.47634282163122 55.99744145287167, 74.42385648044775 55.97667453686068))"
86216a037ffffff,28.0,"POLYGON ((74.04386888375689 55.9017237282179, 74.05083611830446 55.86616083631613, 74.10994326334774 55.851535682006634, 74.16214240170994 55.872455898273785, 74.15526473190037 55.90802247043539, 74.09609832935872 55.92266516749863, 74.04386888375689 55.9017237282179))"
86216a02fffffff,88.0,"POLYGON ((74.20070154311885 55.9644716578296, 74.20755105976835 55.9289151145282, 74.26668441986334 55.91421998094516, 74.31902725731732 55.93506375482803, 74.31226765265481 55.97062382515598, 74.25307526962493 55.98533661610166, 74.20070154311885 55.9644716578296))"
86216a027ffffff,168.0,"POLYGON ((74.08915899065995 55.958218071457715, 74.09609832935872 55.92266516749863, 74.15526473190037 55.90802247043539, 74.20755105976835 55.9289151145282, 74.20070154311885 55.9644716578296, 74.14147584704614 55.97913193918564, 74.08915899065995 55.958218071457715))"
86216a01fffffff,178.0,"POLYGON ((74.22121677329045 55.857778380610526, 74.22803302376037 55.82219824265268, 74.28701547608728 55.80748604623682, 74.33924033401163 55.82833636185476, 74.33251357152328 55.86391999687298, 74.27347243452002 55.87864984065538, 74.22121677329045 55.857778380610526))"
86216a017ffffff,480.0,"POLYGON ((74.10994326334774 55.851535682006634, 74.1168489128846 55.81595915318195, 74.1758643309 55.8012992100857, 74.22803302376037 55.82219824265268, 74.22121677329045 55.857778380610526, 74.16214240170994 55.872455898273785, 74.10994326334774 55.851535682006634))"
86216a00fffffff,5.0,"POLYGON ((74.26668441986334 55.91421998094516, 74.27347243452002 55.87864984065538, 74.33251357152328 55.86391999687298, 74.38482538341125 55.8847426262614, 74.37812711234005 55.920316222423715, 74.31902725731732 55.93506375482803, 74.26668441986334 55.91421998094516))"
86216a007ffffff,80.0,"POLYGON ((74.15526473190037 55.90802247043539, 74.16214240170994 55.872455898273785, 74.22121677329045 55.857778380610526, 74.27347243452002 55.87864984065538, 74.26668441986334 55.91421998094516, 74.20755105976835 55.9289151145282, 74.15526473190037 55.90802247043539))"
8621694b7ffffff,72.0,"POLYGON ((75.79013348715831 56.95348028812402, 75.79581460580552 56.91808793888701, 75.85567684954061 56.90271261439317, 75.9099153346322 56.922710802177804, 75.90432911156667 56.958105153457026, 75.84440948599074 56.97349933768605, 75.79013348715831 56.95348028812402))"
8621694a7ffffff,2.0,"POLYGON ((75.83876168811007 57.00888006864193, 75.84440948599074 56.97349933768605, 75.90432911156667 56.958105153457026, 75.95865831068357 56.97807282116281, 75.95310567406695 57.01345550995855, 75.89312865543029 57.02886859604571, 75.83876168811007 57.00888006864193))"
862169487ffffff,243.0,"POLYGON ((75.90432911156667 56.958105153457026, 75.9099153346322 56.922710802177804, 75.96973581958098 56.90728220995249, 76.02402713059851 56.92722906499796, 76.01853586594835 56.962625302128366, 75.95865831068357 56.97807282116281, 75.90432911156667 56.958105153457026))"
862168cf7ffffff,77.0,"POLYGON ((73.66947722313532 56.90203963105257, 73.6769183129021 56.86671808691601, 73.73754429953532 56.85234629199057, 73.7907922150879 56.87327853124068, 73.78344468349628 56.908604225621026, 73.72275564431615 56.9229935526932, 73.66947722313532 56.90203963105257))"
862168cefffffff,21.0,"POLYGON ((73.82946511248198 56.96482277569611, 73.8367840312139 56.92950800519514, 73.89744005082261 56.915064423473396, 73.95083993061405 56.93591798150663, 73.94361495148468 56.97123674707583, 73.88289611985584 56.98569798183905, 73.82946511248198 56.96482277569611))"
862168ce7ffffff,16.0,"POLYGON ((73.71534288960139 56.95830421364503, 73.72275564431615 56.9229935526932, 73.78344468349628 56.908604225621026, 73.8367840312139 56.92950800519514, 73.82946511248198 56.96482277569611, 73.76871297631405 56.9792296793259, 73.71534288960139 56.95830421364503))"
862168cdfffffff,129.0,"POLYGON ((73.85138546535705 56.85885255824146, 73.85866804060082 56.82351193266134, 73.91916561514027 56.80904945723371, 73.972443024656 56.829909988899644, 73.9652539376364 56.86525457700896, 73.90469392013942 56.87973469312943, 73.85138546535705 56.85885255824146))"
