h3,population,geometry
862140aafffffff,60.0,"POLYGON ((72.49322745238776 54.55447047876666, 72.50120819973108 54.51872252524912, 72.55909212843993 54.50474326086973, 72.60905472245594 54.526495738342525, 72.60115730513343 54.56224882499232, 72.54321392931197 54.57624432086594, 72.49322745238776 54.55447047876666))"
862140aa7ffffff,25.0,"POLYGON ((72.38533181662385 54.546595586855304, 72.39339578426562 54.51085287348937, 72.45130415697197 54.49692440982316, 72.50120819973108 54.51872252524912, 72.49322745238776 54.55447047876666, 72.43525940703785 54.568415096487726, 72.38533181662385 54.546595586855304))"
862140a9fffffff,18.0,"POLYGON ((72.51713223974484 54.447205340085034, 72.52507559034959 54.41143616411905, 72.58281636436575 54.39743861915159, 72.63267286844764 54.41919404041525, 72.62481247541376 54.4549683182385, 72.56701258661724 54.46898209269899, 72.51713223974484 54.447205340085034))"
862140a97ffffff,2.0,"POLYGON ((72.4094858930449 54.439346137103755, 72.41751209264929 54.40358216981437, 72.47527728908203 54.38963524963342, 72.52507559034959 54.41143616411905, 72.51713223974484 54.447205340085034, 72.45930770428028 54.4611684125996, 72.4094858930449 54.439346137103755))"
862140a8fffffff,39.0,"POLYGON ((72.55909212843993 54.50474326086973, 72.56701258661724 54.46898209269899, 72.62481247541376 54.4549683182385, 72.67475103960483 54.476699462797, 72.66691377886663 54.512465694913324, 72.60905472245594 54.526495738342525, 72.55909212843993 54.50474326086973))"
862140a87ffffff,785.0,"POLYGON ((72.45130415697197 54.49692440982316, 72.45930770428028 54.4611684125996, 72.51713223974484 54.447205340085034, 72.56701258661724 54.46898209269899, 72.55909212843993 54.50474326086973, 72.50120819973108 54.51872252524912, 72.45130415697197 54.49692440982316))"
862140a77ffffff,41.0,"POLYGON ((72.61963104550358 54.726913595095155, 72.62754249865608 54.69119021372827, 72.68560492890715 54.677162135584844, 72.73581547835519 54.69884110784337, 72.72798808245895 54.734569508381085, 72.66986604560353 54.7486139374965, 72.61963104550358 54.726913595095155))"
862140a6fffffff,4.0,"POLYGON ((72.77047793696084 54.79194377716911, 72.77828168997246 54.7562237522484, 72.83637793805877 54.74212823624358, 72.8867298258533 54.76373629746746, 72.87901048094714 54.79946119548158, 72.82085480646013 54.81357317929143, 72.77047793696084 54.79194377716911))"
862140a67ffffff,34.0,"POLYGON ((72.66197799139688 54.784328981406944, 72.66986604560353 54.7486139374965, 72.72798808245895 54.734569508381085, 72.77828168997246 54.7562237522484, 72.77047793696084 54.79194377716911, 72.71229624105811 54.80600459727896, 72.66197799139688 54.784328981406944))"
862140a5fffffff,47.0,"POLYGON ((72.79385235106395 54.68476201968193, 72.80161931651212 54.64902036723509, 72.85957110638351 54.63490675735023, 72.90981499015498 54.65651835544166, 72.90213205205018 54.69226484987293, 72.84412116949765 54.706394924268345, 72.79385235106395 54.68476201968193))"
862140a57ffffff,920.0,"POLYGON ((72.68560492890715 54.677162135584844, 72.6934558159234 54.64142543283244, 72.75143336464984 54.62736273264996, 72.80161931651212 54.64902036723509, 72.79385235106395 54.68476201968193, 72.73581547835519 54.69884110784337, 72.68560492890715 54.677162135584844))"
862140a47ffffff,6.0,"POLYGON ((72.72798808245895 54.734569508381085, 72.73581547835519 54.69884110784337, 72.79385235106395 54.68476201968193, 72.84412116949765 54.706394924268345, 72.83637793805877 54.74212823624358, 72.77828168997246 54.7562237522484, 72.72798808245895 54.734569508381085))"
862140a37ffffff,8700.0,"POLYGON ((72.36106390800167 54.65378077383843, 72.36916590799538 54.618059564812754, 72.42721814594285 54.60414973030541, 72.47722835752468 54.62594496867686, 72.46920995153486 54.66167144955377, 72.41109770464952 54.675597440059725, 72.36106390800167 54.65378077383843))"
862140a2fffffff,32.0,"POLYGON ((72.51130758702912 54.719160558028264, 72.51930298852179 54.68344230340293, 72.57739054354437 54.66946525812391, 72.62754249865608 54.69119021372827, 72.61963104550358 54.726913595095155, 72.56148365414795 54.74090691407587, 72.51130758702912 54.719160558028264))"
862140a27ffffff,157.0,"POLYGON ((72.40301846544104 54.711310460538535, 72.41109770464952 54.675597440059725, 72.46920995153486 54.66167144955377, 72.51930298852179 54.68344230340293, 72.51130758702912 54.719160558028264, 72.45313527558818 54.733102744569514, 72.40301846544104 54.711310460538535))"
862140a1fffffff,746.0,"POLYGON ((72.53525613042854 54.61198415711796, 72.54321392931197 54.57624432086594, 72.60115730513343 54.56224882499232, 72.65120234830889 54.583976914036896, 72.64332812109605 54.61972184552033, 72.58532524464256 54.63373361261591, 72.53525613042854 54.61198415711796))"
862140a17ffffff,33.0,"POLYGON ((72.42721814594285 54.60414973030541, 72.43525940703785 54.568415096487726, 72.49322745238776 54.55447047876666, 72.54321392931197 54.57624432086594, 72.53525613042854 54.61198415711796, 72.47722835752468 54.62594496867686, 72.42721814594285 54.60414973030541))"
862140a0fffffff,383.0,"POLYGON ((72.57739054354437 54.66946525812391, 72.58532524464256 54.63373361261591, 72.64332812109605 54.61972184552033, 72.6934558159234 54.64142543283244, 72.68560492890715 54.677162135584844, 72.62754249865608 54.69119021372827, 72.57739054354437 54.66946525812391))"
862140a07ffffff,339.0,"POLYGON ((72.46920995153486 54.66167144955377, 72.47722835752468 54.62594496867686, 72.53525613042854 54.61198415711796, 72.58532524464256 54.63373361261591, 72.57739054354437 54.66946525812391, 72.51930298852179 54.68344230340293, 72.46920995153486 54.66167144955377))"
8621409b7ffffff,79.0,"POLYGON ((71.34887329670103 54.5204998924987, 71.35774279212734 54.484823140828475, 71.41593387679625 54.471388312712754, 71.46531733952492 54.49361485664153, 71.45653012013582 54.52929787305699, 71.39827712231752 54.542748100118054, 71.34887329670103 54.5204998924987))"
8621409afffffff,126.0,"POLYGON ((71.49722942153663 54.58717638793384, 71.50599598025714 54.55150119261397, 71.5642283984667 54.53799983691131, 71.61375598729974 54.56015817556516, 71.60507207523078 54.59583949412237, 71.54677788851883 54.609356370224575, 71.49722942153663 54.58717638793384))"
8621409a7ffffff,184.0,"POLYGON ((71.38942804278456 54.57841706662119, 71.39827712231752 54.542748100118054, 71.45653012013582 54.52929787305699, 71.50599598025714 54.55150119261397, 71.49722942153663 54.58717638793384, 71.43891444225328 54.60064205426062, 71.38942804278456 54.57841706662119))"
86214099fffffff,80.0,"POLYGON ((71.52348805619378 54.48012898105167, 71.532213636594 54.444432020781846, 71.59030213260075 54.430910631233964, 71.63972643192884 54.45307070055381, 71.63108313431187 54.48877375082026, 71.5729332158184 54.502310661139774, 71.52348805619378 54.48012898105167))"
862140997ffffff,240.0,"POLYGON ((71.41593387679625 54.471388312712754, 71.42474161543281 54.43569754783472, 71.4828506977936 54.42222711217909, 71.532213636594 54.444432020781846, 71.52348805619378 54.48012898105167, 71.46531733952492 54.49361485664153, 71.41593387679625 54.471388312712754))"
86214098fffffff,134.0,"POLYGON ((71.5642283984667 54.53799983691131, 71.5729332158184 54.502310661139774, 71.63108313431187 54.48877375082026, 71.6805896850964 54.51091047478716, 71.67196739416198 54.54660570433034, 71.61375598729974 54.56015817556516, 71.5642283984667 54.53799983691131))"
862140987ffffff,4.0,"POLYGON ((71.45653012013582 54.52929787305699, 71.46531733952492 54.49361485664153, 71.52348805619378 54.48012898105167, 71.5729332158184 54.502310661139774, 71.5642283984667 54.53799983691131, 71.50599598025714 54.55150119261397, 71.45653012013582 54.52929787305699))"
862140977ffffff,36.0,"POLYGON ((71.61994919802544 54.76062380564329, 71.62865291801934 54.72497250855731, 71.68707084151535 54.71142447036252, 71.736846973697 54.73351210696369, 71.72822663909629 54.76916941842893, 71.66974674788295 54.78273309853346, 71.61994919802544 54.76062380564329))"
86214096fffffff,667.0,"POLYGON ((71.76948718729919 54.826882425922705, 71.77808603944212 54.79123326168682, 71.83654405294735 54.777618143208315, 71.88646498930046 54.79963644545757, 71.87794989390852 54.835291481081924, 71.81943006690362 54.84892236280399, 71.76948718729919 54.826882425922705))"
862140967ffffff,100.0,"POLYGON ((71.66106426245985 54.81837628484462, 71.66974674788295 54.78273309853346, 71.72822663909629 54.76916941842893, 71.77808603944212 54.79123326168682, 71.76948718729919 54.826882425922705, 71.71094526253556 54.8404617886572, 71.66106426245985 54.81837628484462))"
86214095fffffff,73.0,"POLYGON ((71.79524323814292 54.71991271104824, 71.8038016474857 54.68424138013452, 71.86211435093044 54.67060640396527, 71.91193007239073 54.69262701606901, 71.90345504741363 54.728304185232524, 71.84508087849225 54.74195492370904, 71.79524323814292 54.71991271104824))"
862140957ffffff,45.0,"POLYGON ((71.68707084151535 54.71142447036252, 71.69571251303496 54.675759084043555, 71.75404709315941 54.66217537011816, 71.8038016474857 54.68424138013452, 71.79524323814292 54.71991271104824, 71.736846973697 54.73351210696369, 71.68707084151535 54.71142447036252))"
86214094fffffff,8.0,"POLYGON ((71.83654405294735 54.777618143208315, 71.84508087849225 54.74195492370904, 71.90345504741363 54.728304185232524, 71.95335388154537 54.750300883143595, 71.94490068704734 54.78596990414179, 71.88646498930046 54.79963644545757, 71.83654405294735 54.777618143208315))"
862140947ffffff,3.0,"POLYGON ((71.72822663909629 54.76916941842893, 71.736846973697 54.73351210696369, 71.79524323814292 54.71991271104824, 71.84508087849225 54.74195492370904, 71.83654405294735 54.777618143208315, 71.77808603944212 54.79123326168682, 71.72822663909629 54.76916941842893))"
862140937ffffff,126.0,"POLYGON ((71.36279761082565 54.685379921756116, 71.37168831917606 54.649733005371, 71.43008592003177 54.63630316313165, 71.47965510390799 54.65850481792283, 71.47084728123575 54.6941579967823, 71.41238734897821 54.70760327782328, 71.36279761082565 54.685379921756116))"
86214092fffffff,9.0,"POLYGON ((71.5117124805687 54.751981382387555, 71.52049946062947 54.71633620583301, 71.57893860671759 54.70283953957678, 71.62865291801934 54.72497250855731, 71.61994919802544 54.76062380564329, 71.561447867145 54.77413603278188, 71.5117124805687 54.751981382387555))"
862140927ffffff,20.0,"POLYGON ((71.40351723583275 54.7432422278903, 71.41238734897821 54.70760327782328, 71.47084728123575 54.6941579967823, 71.52049946062947 54.71633620583301, 71.5117124805687 54.751981382387555, 71.45319014803381 54.76544214291252, 71.40351723583275 54.7432422278903))"
86214091fffffff,1.0,"POLYGON ((71.53803213270508 54.64502367190076, 71.54677788851883 54.609356370224575, 71.60507207523078 54.59583949412237, 71.6546823021982 54.61797437839894, 71.64601943846536 54.65364776711033, 71.58766341656462 54.66718020400713, 71.53803213270508 54.64502367190076))"
86214090fffffff,53.0,"POLYGON ((71.57893860671759 54.70283953957678, 71.58766341656462 54.66718020400713, 71.64601943846536 54.65364776711033, 71.69571251303496 54.675759084043555, 71.68707084151535 54.71142447036252, 71.62865291801934 54.72497250855731, 71.57893860671759 54.70283953957678))"
862140907ffffff,3.0,"POLYGON ((71.47084728123575 54.6941579967823, 71.47965510390799 54.65850481792283, 71.53803213270508 54.64502367190076, 71.58766341656462 54.66718020400713, 71.57893860671759 54.70283953957678, 71.52049946062947 54.71633620583301, 71.47084728123575 54.6941579967823))"
8621408efffffff,144.0,"POLYGON ((71.99542128464894 54.57184595573382, 72.00379526637202 54.536133200289974, 72.06185768980437 54.52239229709457, 72.11160671487592 54.544348288569296, 72.10331574073192 54.58006667355493, 72.04519269711402 54.5938234571658, 71.99542128464894 54.57184595573382))"
8621408dfffffff,13.0,"POLYGON ((72.02050397492485 54.464686142246116, 72.02883876233709 54.42895189547044, 72.08675761531164 54.41519183421281, 72.13640192529252 54.43715015972391, 72.12814977712668 54.47289000376686, 72.07017064328329 54.486665944604454, 72.02050397492485 54.464686142246116))"
8621408d7ffffff,242.0,"POLYGON ((71.91289557091812 54.45638620091565, 71.92131288097748 54.42065765754996, 71.97925424564293 54.40694839534436, 72.02883876233709 54.42895189547044, 72.02050397492485 54.464686142246116, 71.96250211124594 54.47841120500753, 71.91289557091812 54.45638620091565))"
8621408cfffffff,235.0,"POLYGON ((72.06185768980437 54.52239229709457, 72.07017064328329 54.486665944604454, 72.12814977712668 54.47289000376686, 72.17787626133743 54.49482451563925, 72.16964618896242 54.530556428318796, 72.11160671487592 54.544348288569296, 72.06185768980437 54.52239229709457))"
8621408c7ffffff,1.0,"POLYGON ((71.9541063930471 54.51413189097957, 71.96250211124594 54.47841120500753, 72.02050397492485 54.464686142246116, 72.07017064328329 54.486665944604454, 72.06185768980437 54.52239229709457, 72.00379526637202 54.536133200289974, 71.9541063930471 54.51413189097957))"
8621408afffffff,17.0,"POLYGON ((71.73871837519509 54.49732254341202, 71.74727926709939 54.46161350873698, 71.80532530436228 54.447990252256496, 71.85487140609193 54.470060368581976, 71.84639304120456 54.505775281887765, 71.78828600974583 54.51941421971448, 71.73871837519509 54.49732254341202))"
8621408a7ffffff,133.0,"POLYGON ((71.63108313431187 54.48877375082026, 71.63972643192884 54.45307070055381, 71.69779391291382 54.439498370421944, 71.74727926709939 54.46161350873698, 71.73871837519509 54.49732254341202, 71.6805896850964 54.51091047478716, 71.63108313431187 54.48877375082026))"
86214089fffffff,2638.0,"POLYGON ((71.76436101845441 54.39017393648054, 71.77288193949965 54.35444345493124, 71.83078473544417 54.34080068976067, 71.88022722614215 54.3628727442099, 71.87178846801997 54.398609071752325, 71.81382501883267 54.412267518262325, 71.76436101845441 54.39017393648054))"
862140897ffffff,6753.0,"POLYGON ((71.65697263135517 54.38164306423868, 71.66557559526876 54.34591853427297, 71.72349983479998 54.332326520704626, 71.77288193949965 54.35444345493124, 71.76436101845441 54.39017393648054, 71.7063759119296 54.403781551576685, 71.65697263135517 54.38164306423868))"
86214088fffffff,278.0,"POLYGON ((71.80532530436228 54.447990252256496, 71.81382501883267 54.412267518262325, 71.87178846801997 54.398609071752325, 71.92131288097748 54.42065765754996, 71.91289557091812 54.45638620091565, 71.85487140609193 54.470060368581976, 71.80532530436228 54.447990252256496))"
862140887ffffff,40.0,"POLYGON ((71.69779391291382 54.439498370421944, 71.7063759119296 54.403781551576685, 71.76436101845441 54.39017393648054, 71.81382501883267 54.412267518262325, 71.80532530436228 54.447990252256496, 71.74727926709939 54.46161350873698, 71.69779391291382 54.439498370421944))"
862140877ffffff,854.0,"POLYGON ((71.86211435093044 54.67060640396527, 71.87061106005767 54.634921159266995, 71.92884026911149 54.62125073844125, 71.97863391415707 54.6432497801089, 71.97022046424755 54.678940793379745, 71.91193007239073 54.69262701606901, 71.86211435093044 54.67060640396527))"
86214086fffffff,95.0,"POLYGON ((72.01170551847012 54.73659881820764, 72.02009703856098 54.70091591732673, 72.0783646839356 54.687178464780764, 72.12830179517428 54.70910801108188, 72.11999389881439 54.744796536963584, 72.06166523033706 54.758549911314844, 72.01170551847012 54.73659881820764))"
862140867ffffff,84.0,"POLYGON ((71.90345504741363 54.728304185232524, 71.91193007239073 54.69262701606901, 71.97022046424755 54.678940793379745, 72.02009703856098 54.70091591732673, 72.01170551847012 54.73659881820764, 71.95335388154537 54.750300883143595, 71.90345504741363 54.728304185232524))"
862140857ffffff,77.0,"POLYGON ((71.92884026911149 54.62125073844125, 71.93727550254104 54.58555168558041, 71.99542128464894 54.57184595573382, 72.04519269711402 54.5938234571658, 72.03684059730405 54.629528209029694, 71.97863391415707 54.6432497801089, 71.92884026911149 54.62125073844125))"
862140837ffffff,666.0,"POLYGON ((71.60507207523078 54.59583949412237, 71.61375598729974 54.56015817556516, 71.67196739416198 54.54660570433034, 71.72155640424141 54.56871896997749, 71.71295526303203 54.60440630599794, 71.6546823021982 54.61797437839894, 71.60507207523078 54.59583949412237))"
86214082fffffff,59.0,"POLYGON ((71.75404709315941 54.66217537011816, 71.76262694078021 54.6264960003357, 71.82087824239856 54.6128767460482, 71.87061106005767 54.634921159266995, 71.86211435093044 54.67060640396527, 71.8038016474857 54.68424138013452, 71.75404709315941 54.66217537011816))"
862140827ffffff,1.0,"POLYGON ((71.64601943846536 54.65364776711033, 71.6546823021982 54.61797437839894, 71.71295526303203 54.60440630599794, 71.76262694078021 54.6264960003357, 71.75404709315941 54.66217537011816, 71.69571251303496 54.675759084043555, 71.64601943846536 54.65364776711033))"
86214081fffffff,3.0,"POLYGON ((71.7797463679804 54.55511539725254, 71.78828600974583 54.51941421971448, 71.84639304120456 54.505775281887765, 71.89602145048084 54.52782181972333, 71.88756457900031 54.56352883929031, 71.82939649017933 54.577183498530324, 71.7797463679804 54.55511539725254))"
862140817ffffff,2.0,"POLYGON ((71.67196739416198 54.54660570433034, 71.6805896850964 54.51091047478716, 71.73871837519509 54.49732254341202, 71.78828600974583 54.51941421971448, 71.7797463679804 54.55511539725254, 71.72155640424141 54.56871896997749, 71.67196739416198 54.54660570433034))"
86214080fffffff,463.0,"POLYGON ((71.82087824239856 54.6128767460482, 71.82939649017933 54.577183498530324, 71.88756457900031 54.56352883929031, 71.93727550254104 54.58555168558041, 71.92884026911149 54.62125073844125, 71.87061106005767 54.634921159266995, 71.82087824239856 54.6128767460482))"
862140807ffffff,9.0,"POLYGON ((71.71295526303203 54.60440630599794, 71.72155640424141 54.56871896997749, 71.7797463679804 54.55511539725254, 71.82939649017933 54.577183498530324, 71.82087824239856 54.6128767460482, 71.76262694078021 54.6264960003357, 71.71295526303203 54.60440630599794))"
8621407a7ffffff,1.0,"POLYGON ((72.31584311950525 53.88631338890043, 72.32384610041673 53.85045735982916, 72.38095296649124 53.836520314266444, 72.43011495988048 53.85842332275714, 72.42219279607643 53.89428461762703, 72.36502778798283 53.90823765748079, 72.31584311950525 53.88631338890043))"
86214079fffffff,464.0,"POLYGON ((72.44592264348984 53.78668090970011, 72.45380821915084 53.75079984824141, 72.51075243611774 53.73679541570334, 72.55986865197852 53.75865599319123, 72.5520636434422 53.79454218458097, 72.49506181892167 53.80856268780418, 72.44592264348984 53.78668090970011))"
862140797ffffff,5.0,"POLYGON ((72.33981506265337 53.77872544777368, 72.34778110033545 53.74284962156578, 72.40474878454741 53.72889480940153, 72.45380821915084 53.75079984824141, 72.44592264348984 53.78668090970011, 72.38889713775079 53.800651716274416, 72.33981506265337 53.77872544777368))"
86214078fffffff,3.0,"POLYGON ((72.48719833996645 53.844436483606245, 72.49506181892167 53.80856268780418, 72.5520636434422 53.79454218458097, 72.60125961514396 53.816379387669194, 72.5934769333547 53.852258275785026, 72.53641744976083 53.86629488780776, 72.48719833996645 53.844436483606245))"
862140787ffffff,4.0,"POLYGON ((72.38095296649124 53.836520314266444, 72.38889713775079 53.800651716274416, 72.44592264348984 53.78668090970011, 72.49506181892167 53.80856268780418, 72.48719833996645 53.844436483606245, 72.43011495988048 53.85842332275714, 72.38095296649124 53.836520314266444))"
862140777ffffff,1.0,"POLYGON ((72.54652720940649 54.067392269322696, 72.55438249683141 54.03155333250839, 72.61163981365418 54.01751816568766, 72.66109989228838 54.03930576898878, 72.6533262255146 54.07514975301961, 72.59601082631099 54.089201106023864, 72.54652720940649 54.067392269322696))"
86214076fffffff,29.0,"POLYGON ((72.69511616374085 54.13274987373772, 72.7028670171938 54.09691352956097, 72.76015764565796 54.082812099335335, 72.80975529972993 54.10453073211267, 72.80208640440131 54.140371979266575, 72.74473786427055 54.15448971025952, 72.69511616374085 54.13274987373772))"
86214075fffffff,824.0,"POLYGON ((72.71833265892191 54.02522060095074, 72.72604750252982 53.98936407279183, 72.7831977133484 53.97524522567059, 72.83269063930508 53.99696662685453, 72.8250573897761 54.032828027793336, 72.76784958793726 54.04696317429227, 72.71833265892191 54.02522060095074))"
862140757ffffff,38.0,"POLYGON ((72.61163981365418 54.01751816568766, 72.61943614884717 53.98166661649189, 72.676611103832 53.967597672154795, 72.72604750252982 53.98936407279183, 72.71833265892191 54.02522060095074, 72.66109989228838 54.03930576898878, 72.61163981365418 54.01751816568766))"
86214074fffffff,2.0,"POLYGON ((72.76015764565796 54.082812099335335, 72.76784958793726 54.04696317429227, 72.8250573897761 54.032828027793336, 72.87463085699983 54.05452548811238, 72.86702074143653 54.09037924780782, 72.80975529972993 54.10453073211267, 72.76015764565796 54.082812099335335))"
862140747ffffff,89.0,"POLYGON ((72.6533262255146 54.07514975301961, 72.66109989228838 54.03930576898878, 72.71833265892191 54.02522060095074, 72.76784958793726 54.04696317429227, 72.76015764565796 54.082812099335335, 72.7028670171938 54.09691352956097, 72.6533262255146 54.07514975301961))"
862140737ffffff,3.0,"POLYGON ((72.29175983766488 53.99384142816583, 72.29980001656425 53.95800545138028, 72.35704672437258 53.94408634602726, 72.40631168419596 53.965987242419914, 72.39835267975502 54.00182851576809, 72.34104750689603 54.0157636155015, 72.29175983766488 53.99384142816583))"
86214072fffffff,94.0,"POLYGON ((72.4397613243911 54.059539710362124, 72.44769812700828 54.023705926809896, 72.50497957927898 54.00972078305878, 72.55438249683141 54.03155333250839, 72.54652720940649 54.067392269322696, 72.48918745562493 54.08139352287027, 72.4397613243911 54.059539710362124))"
862140727ffffff,4.0,"POLYGON ((72.33302929615459 54.0515921399078, 72.34104750689603 54.0157636155015, 72.39835267975502 54.00182851576809, 72.44769812700828 54.023705926809896, 72.4397613243911 54.059539710362124, 72.3823976323189 54.07349084312466, 72.33302929615459 54.0515921399078))"
862140707ffffff,524.0,"POLYGON ((72.39835267975502 54.00182851576809, 72.40631168419596 53.965987242419914, 72.4635348877954 53.95201816986839, 72.51285730195147 53.973874318853014, 72.50497957927898 54.00972078305878, 72.44769812700828 54.023705926809896, 72.39835267975502 54.00182851576809))"
8621406d7ffffff,1.0,"POLYGON ((72.82895798252855 53.759932621705914, 72.83654354634096 53.724024332236056, 72.89333312844244 53.70983796993008, 72.94259380665508 53.731543582251625, 72.93508898631802 53.767456617044644, 72.87824271306043 53.781659313566294, 72.82895798252855 53.759932621705914))"
8621406b7ffffff,6.0,"POLYGON ((72.51075243611774 53.73679541570334, 72.51857962971125 53.70090199618533, 72.57544263019567 53.6868640727516, 72.62453574612067 53.708703479459786, 72.6167889941024 53.7446019611399, 72.55986865197852 53.75865599319123, 72.51075243611774 53.73679541570334))"
862140697ffffff,350.0,"POLYGON ((72.57544263019567 53.6868640727516, 72.58321165472888 53.650958400534556, 72.63999351173848 53.63688712129157, 72.68906338860516 53.65870538712136, 72.68137467973497 53.69461605384224, 72.62453574612067 53.708703479459786, 72.57544263019567 53.6868640727516))"
86214068fffffff,580.0,"POLYGON ((72.72285774713355 53.752314383377175, 72.73052395536656 53.716410944995175, 72.78733841613882 53.70227403945761, 72.83654354634096 53.724024332236056, 72.82895798252855 53.759932621705914, 72.77208661240135 53.774085786639624, 72.72285774713355 53.752314383377175))"
862140677ffffff,182.0,"POLYGON ((72.7831977133484 53.97524522567059, 72.79085395130205 53.93937625842107, 72.84792168377963 53.92522386818163, 72.89739046755179 53.946924128311274, 72.88981569290688 53.98279790022341, 72.83269063930508 53.99696662685453, 72.7831977133484 53.97524522567059))"
862140667ffffff,19.0,"POLYGON ((72.8250573897761 54.032828027793336, 72.83269063930508 53.99696662685453, 72.88981569290688 53.98279790022341, 72.93936483416623 54.00447421943076, 72.93181327959208 54.040340386813085, 72.87463085699983 54.05452548811238, 72.8250573897761 54.032828027793336))"
86214064fffffff,2.0,"POLYGON ((72.99646431766406 53.99025563746544, 73.00395752946125 53.95437716720227, 73.06097415458633 53.940125240908564, 73.11055441254102 53.961735318546, 73.1031428615104 53.99761838070091, 73.04606936082294 54.01188679292357, 72.99646431766406 53.99025563746544))"
862140647ffffff,296.0,"POLYGON ((72.88981569290688 53.98279790022341, 72.89739046755179 53.946924128311274, 72.95443285201505 53.93272195770098, 73.00395752946125 53.95437716720227, 72.99646431766406 53.99025563746544, 72.93936483416623 54.00447421943076, 72.88981569290688 53.98279790022341))"
862140637ffffff,3.0,"POLYGON ((72.52857620926427 53.902161342964156, 72.53641744976083 53.86629488780776, 72.5934769333547 53.852258275785026, 72.64275285384393 53.874071991277326, 72.63499264126958 53.909943501047316, 72.57787544741021 53.92399626007696, 72.52857620926427 53.902161342964156))"
86214062fffffff,145.0,"POLYGON ((72.676611103832 53.967597672154795, 72.68434870394138 53.93173361572863, 72.74144137293624 53.91763102964893, 72.79085395130205 53.93937625842107, 72.7831977133484 53.97524522567059, 72.72604750252982 53.98936407279183, 72.676611103832 53.967597672154795))"
862140627ffffff,77.0,"POLYGON ((72.57005658790605 53.95985529967301, 72.57787544741021 53.92399626007696, 72.63499264126958 53.909943501047316, 72.68434870394138 53.93173361572863, 72.676611103832 53.967597672154795, 72.61943614884717 53.98166661649189, 72.57005658790605 53.95985529967301))"
86214061fffffff,5.0,"POLYGON ((72.69978803055601 53.85998562799511, 72.70748981189953 53.82410175322011, 72.76444304713085 53.80998192129845, 72.8137516933432 53.8317297234386, 72.80613091413709 53.867618479062656, 72.74912045456549 53.881754571095975, 72.69978803055601 53.85998562799511))"
862140617ffffff,206.0,"POLYGON ((72.5934769333547 53.852258275785026, 72.60125961514396 53.816379387669194, 72.65823734945398 53.802309209032394, 72.70748981189953 53.82410175322011, 72.69978803055601 53.85998562799511, 72.64275285384393 53.874071991277326, 72.5934769333547 53.852258275785026))"
86214060fffffff,1.0,"POLYGON ((72.74144137293624 53.91763102964893, 72.74912045456549 53.881754571095975, 72.80613091413709 53.867618479062656, 72.85551953303883 53.88934256683097, 72.84792168377963 53.92522386818163, 72.79085395130205 53.93937625842107, 72.74144137293624 53.91763102964893))"
862140607ffffff,530.0,"POLYGON ((72.63499264126958 53.909943501047316, 72.64275285384393 53.874071991277326, 72.69978803055601 53.85998562799511, 72.74912045456549 53.881754571095975, 72.74144137293624 53.91763102964893, 72.68434870394138 53.93173361572863, 72.63499264126958 53.909943501047316))"
8621405b7ffffff,34.0,"POLYGON ((71.53227136543603 53.76980145535207, 71.54085711242345 53.73397821769531, 71.59805733498747 53.72040564161994, 71.64673131895678 53.74264091251764, 71.63822536921403 53.778470185888594, 71.58096560127416 53.79205817151532, 71.53227136543603 53.76980145535207))"
8621405afffffff,89.0,"POLYGON ((71.67849354775002 53.83650522722238, 71.68697911314163 53.80068299931138, 71.74421827036291 53.78704510015883, 71.79303122876632 53.80921392063159, 71.78462581035414 53.84504204386793, 71.7273272500572 53.85869547028371, 71.67849354775002 53.83650522722238))"
8621405a7ffffff,59.0,"POLYGON ((71.57240000601584 53.827874399798816, 71.58096560127416 53.79205817151532, 71.63822536921403 53.778470185888594, 71.68697911314163 53.80068299931138, 71.67849354775002 53.83650522722238, 71.62117417161802 53.85010866100874, 71.57240000601584 53.827874399798816))"
86214059fffffff,1.0,"POLYGON ((71.70391113464399 53.72901850205596, 71.71235765005535 53.693176289777924, 71.76945757379458 53.679519588065176, 71.81817002168569 53.70168958850275, 71.80980330502324 53.737537664440154, 71.75264430558057 53.7512098951941, 71.70391113464399 53.72901850205596))"
86214058fffffff,6.0,"POLYGON ((71.74421827036291 53.78704510015883, 71.75264430558057 53.7512098951941, 71.80980330502324 53.737537664440154, 71.85859536938973 53.759685090146306, 71.85024936444907 53.795526122402, 71.79303122876632 53.80921392063159, 71.74421827036291 53.78704510015883))"
862140587ffffff,686.0,"POLYGON ((71.63822536921403 53.778470185888594, 71.64673131895678 53.74264091251764, 71.70391113464399 53.72901850205596, 71.75264430558057 53.7512098951941, 71.74421827036291 53.78704510015883, 71.68697911314163 53.80068299931138, 71.63822536921403 53.778470185888594))"
862140577ffffff,1.0,"POLYGON ((71.79990230607046 54.010431462438696, 71.80832589555801 53.97463081614357, 71.86574344554381 53.96094621908066, 71.91479695572684 53.98304664387905, 71.90645421511928 54.01885307620573, 71.84897707907454 54.032553316854376, 71.79990230607046 54.010431462438696))"
86214056fffffff,4.0,"POLYGON ((71.94726673773 54.076729530181545, 71.95558830734592 54.04093047647531, 72.01304358780766 54.027180022000536, 72.06223669750759 54.04921287934616, 72.05399632707409 54.085017577277426, 71.99648161188746 54.09878379289904, 71.94726673773 54.076729530181545))"
